Pearson Correlation,WOD,WOD retained,ID OOD Mult,ID OOD Raw Mult,ID OOD Distance,Percent OOD drop,Percentage OOD retained,ID Dataset,DNN Arch.,Stem,SPR,CNN vs ViT,Aug. Strength,Resolution,OOD Dataset,Param. Count,ID Dataset Size,ID Class Count,OverParam. Level,Depth,ID Accuracy
0.47,0.11,0.027,0.090,0.110,0.770,67.62,32.38,Imagenet-100,VGGm-11,3,0.5,CNN,2,32,CIFAR100,9.46,10000,10,946,11,75.4
0.57,0.11,0.020,0.060,0.090,0.760,58.76,41.24,Imagenet-100,VGGm-11,3,0.5,CNN,2,32,Pets,9.46,10000,10,946,11,75.4
0.45,0.08,0.057,0.150,0.240,0.820,49.37,50.63,Imagenet-100,VGGm-11,3,0.5,CNN,2,32,STL,9.46,10000,10,946,11,75.4
0.77,0.24,1.121,0.100,0.110,0.480,31.08,68.92,Imagenet-100,VGGm-11,3,0.5,CNN,0,32,NINCO,9.46,10000,50,946,11,36.8
0.80,1.05,0.313,0.030,0.030,0.380,31.17,68.83,Imagenet-100,VGGm-11,3,0.5,CNN,0,32,ImageNet-R,9.46,10000,50,946,11,36.8
0.73,0.97,0.384,0.030,0.040,0.380,51.49,48.51,Imagenet-100,VGGm-11,3,0.5,CNN,0,32,CUB,9.46,10000,50,946,11,36.8
0.80,1.01,0.346,0.030,0.030,0.380,56.49,43.51,Imagenet-100,VGGm-11,3,0.5,CNN,0,32,Aircrafts,9.46,10000,50,946,11,36.8
0.77,0.46,0.894,0.080,0.090,0.440,42.02,57.98,Imagenet-100,VGGm-11,3,0.5,CNN,0,32,Flowers,9.46,10000,50,946,11,36.8
0.82,0.28,1.083,0.100,0.110,0.470,31.13,68.87,Imagenet-100,VGGm-11,3,0.5,CNN,0,32,CIFAR100,9.46,10000,50,946,11,36.8
0.94,0.59,0.764,0.060,0.080,0.420,23.95,76.05,Imagenet-100,VGGm-11,3,0.5,CNN,0,32,Pets,9.46,10000,50,946,11,36.8
0.90,0,1.943,0.150,0.190,0.640,14.85,85.15,Imagenet-100,VGGm-11,3,0.5,CNN,0,32,STL,9.46,10000,50,946,11,36.8
0.91,0.13,0.848,0.210,0.220,0.670,20.31,79.69,Imagenet-100,VGGm-11,3,0.5,CNN,2,32,NINCO,9.46,10000,50,946,11,50.96
0.81,0.8,0.180,0.040,0.050,0.520,37.21,62.79,Imagenet-100,VGGm-11,3,0.5,CNN,2,32,ImageNet-R,9.46,10000,50,946,11,50.96
0.90,0.62,0.359,0.090,0.090,0.540,35.06,64.94,Imagenet-100,VGGm-11,3,0.5,CNN,2,32,CUB,9.46,10000,50,946,11,50.96
0.70,0.8,0.186,0.040,0.050,0.520,50.15,49.85,Imagenet-100,VGGm-11,3,0.5,CNN,2,32,Aircrafts,9.46,10000,50,946,11,50.96
0.84,0.25,0.729,0.180,0.190,0.630,26.48,73.52,Imagenet-100,VGGm-11,3,0.5,CNN,2,32,Flowers,9.46,10000,50,946,11,50.96
0.83,0.3,0.677,0.170,0.180,0.620,28.17,71.83,Imagenet-100,VGGm-11,3,0.5,CNN,2,32,CIFAR100,9.46,10000,50,946,11,50.96
0.99,0.27,0.710,0.170,0.190,0.630,9.92,90.08,Imagenet-100,VGGm-11,3,0.5,CNN,2,32,Pets,9.46,10000,50,946,11,50.96
0.92,0,1.188,0.250,0.310,0.800,10.93,89.07,Imagenet-100,VGGm-11,3,0.5,CNN,2,32,STL,9.46,10000,50,946,11,50.96
